name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Tyler Brown,M,526278752,2002-12-21,Sophomore,School of Arts and Sciences,0,1
Michael Green,M,316691563,2000-10-03,Sophomore,School of Engineering,0,0
John Brown,M,800239768,2001-04-24,Freshman,School of Environmental and Biological Sciences,0,0
Andrew Novak,M,703168549,2001-08-14,Freshman,School of Social Work,0,1
Christopher Atkinson,M,609858056,2005-02-21,Junior,Mason Gross School of the Arts,0,1
Joseph Hill,M,316654412,2002-04-21,Sophomore,School of Arts and Sciences,0,1
Jay Harris,M,434378616,2001-01-25,Senior,Mason Gross School of the Arts,0,0
Rose Small,F,822205135,2001-07-24,Sophomore,School of Arts and Sciences,0,0
Jacqueline Newman,F,430557283,2000-09-30,Junior,School of Arts and Sciences,0,1
Tamara Torres,F,140855143,2001-04-09,Sophomore,School of Engineering,0,1
Lisa Krueger,F,655269459,2000-04-20,Junior,School of Arts and Sciences,0,0
Timothy Hart,M,129113597,2001-01-06,Freshman,School of Engineering,0,1
Destiny Allen,F,399666739,2004-08-23,Freshman,School of Arts and Sciences,0,0
Melissa Phillips,F,479841483,2001-06-28,Sophomore,School of Management and Labor Relations,0,0
Cole Whitehead,M,103066148,2002-08-02,Freshman,School of Arts and Sciences,0,0
Mariah Young,F,688590656,2005-05-03,Sophomore,School of Arts and Sciences,0,0
Heather Morgan,F,884531493,2002-02-16,Junior,School of Environmental and Biological Sciences,1,0
Marissa Green,F,217223053,2004-05-19,Junior,School of Arts and Sciences,0,0
Matthew Ballard DVM,M,178159124,2003-12-29,Junior,School of Arts and Sciences,0,0
Kristina Coleman DDS,F,992216807,2003-02-07,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Elijah Burgess,M,448279163,2005-04-16,Freshman,School of Social Work,0,0
Trevor Hernandez,M,397328838,2000-09-07,Sophomore,School of Engineering,0,0
Brianna Levy,F,885156477,2000-12-13,Freshman,School of Arts and Sciences,1,1
Nicole Hansen,F,201871082,2001-01-02,Junior,School of Arts and Sciences,0,1
Ricardo Owens,M,840528780,2003-04-27,Junior,School of Social Work,0,0
Kevin Lopez,M,947218762,2005-01-03,Freshman,School of Management and Labor Relations,0,0
Amber Norris,F,521523728,2003-02-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Dr. Anthony Thornton,M,319341520,2003-08-16,Sophomore,School of Communication and Information,0,1
Eugene Bell,M,489518228,2000-03-13,Freshman,School of Arts and Sciences,0,0
Scott Brown,M,607623385,2003-07-18,Freshman,School of Communication and Information,1,0
Robert Chapman,M,219542238,2002-05-31,Senior,School of Arts and Sciences,0,0
Kelly Villarreal,F,251175785,2002-07-28,Senior,School of Arts and Sciences,1,0
Adam Taylor,M,654594390,2005-06-12,Freshman,School of Engineering,0,0
Calvin Williams,M,813745304,2003-10-19,Freshman,School of Arts and Sciences,0,0
Nathaniel Myers,M,954857859,2003-08-04,Freshman,School of Engineering,0,0
Tricia Moody,F,812056871,2001-01-07,Junior,Mason Gross School of the Arts,0,1
Miranda Ramos,F,149277637,2004-01-23,Sophomore,School of Engineering,0,1
Jonathan Martin,M,433049082,2002-12-22,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Kimberly Ayers,F,198563534,2002-03-12,Senior,School of Arts and Sciences,1,0
Cassidy King,F,383024106,2003-06-17,Freshman,School of Engineering,0,0
Mary Pena,F,763024984,2002-12-07,Sophomore,School of Arts and Sciences,0,1
Ariana Zimmerman,F,307681969,2004-10-23,Sophomore,School of Arts and Sciences,0,1
Kathryn Everett,F,737678958,2004-03-14,Sophomore,Mason Gross School of the Arts,0,0
Michael Morgan,M,135543617,2005-09-23,Senior,School of Management and Labor Relations,0,0
Kevin Waters,M,438535488,2000-03-02,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Michael Martinez,M,314419056,2001-12-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Stephen Roy,M,603693726,2001-01-18,Freshman,School of Arts and Sciences,0,0
Sean Mitchell,M,927221858,2003-06-11,Sophomore,School of Social Work,0,1
Jesse Ortiz,M,365854086,2004-07-11,Junior,School of Arts and Sciences,0,1
Daniel Roberts,M,885484318,2000-10-30,Freshman,School of Arts and Sciences,0,0
Omar Smith,M,802298646,2005-01-20,Senior,School of Arts and Sciences,0,0
Diana Carter,F,229213497,2001-09-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Joshua Wright,M,316695067,2002-05-19,Freshman,School of Social Work,0,0
Bryce Stewart,M,391372869,2003-09-10,Sophomore,Mason Gross School of the Arts,0,0
Mackenzie Richardson,F,464575400,2001-12-27,Freshman,Mason Gross School of the Arts,0,0
Alexandra Howard,F,999659108,2002-05-26,Sophomore,School of Arts and Sciences,0,1
Deborah Collins,F,437737674,2001-05-09,Freshman,School of Arts and Sciences,0,0
John Burns,M,594090112,2001-03-04,Freshman,School of Arts and Sciences,0,0
Aaron Livingston,M,326293830,2000-01-10,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Frank Cross,M,104157644,2002-06-03,Sophomore,School of Arts and Sciences,0,0
Julie Lee,F,467326221,2004-08-27,Junior,School of Management and Labor Relations,0,0
Larry Fitzgerald,M,657256358,2003-07-27,Freshman,Mason Gross School of the Arts,0,0
Karen Williams,F,782053517,2002-08-07,Senior,School of Arts and Sciences,0,1
Jerry Russell,M,351796988,2004-07-27,Junior,School of Arts and Sciences,0,0
Melanie Martinez,F,939606576,2003-08-10,Senior,School of Communication and Information,0,0
Amy Lyons,F,163302946,2002-11-12,Sophomore,School of Social Work,0,1
Gary Parker,M,346702490,2004-10-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Robert Winters,M,583865978,2004-11-30,Sophomore,School of Arts and Sciences,0,0
Ricky Yates,M,156716067,2004-10-11,Junior,School of Arts and Sciences,0,0
Molly Nichols,F,157109402,2005-02-15,Freshman,School of Social Work,0,0
John Walker,M,139883532,2002-03-23,Freshman,School of Communication and Information,0,1
Beth Walker,F,685084215,2001-12-22,Sophomore,School of Communication and Information,0,0
Robin Pittman,F,582426092,2001-07-05,Sophomore,School of Arts and Sciences,0,1
Edgar Mcguire,M,696333196,2003-09-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Robin Mercado,F,472895229,2003-01-05,Sophomore,School of Arts and Sciences,0,0
Robert Hall,M,465105683,2001-08-07,Senior,School of Arts and Sciences,0,1
Brad Carlson,M,105333693,2004-03-21,Sophomore,School of Arts and Sciences,0,1
Mr. Vincent Brown II,M,504400137,1999-10-19,Freshman,School of Engineering,0,0
Bryan Brown,M,230870167,2000-10-10,Freshman,School of Arts and Sciences,0,0
Christina Adams,F,414868031,2003-08-18,Sophomore,School of Communication and Information,0,0
Richard Buck,M,312901412,2000-12-17,Sophomore,School of Communication and Information,0,1
Harold Castillo,M,369905408,2003-04-28,Sophomore,School of Arts and Sciences,0,1
Kristina Moran,F,358357634,2001-05-06,Freshman,School of Communication and Information,1,0
Jamie Colon,M,510539868,2000-04-13,Junior,School of Environmental and Biological Sciences,0,0
Courtney Bryant,F,803670869,2003-01-01,Freshman,School of Communication and Information,0,1
Duane Stanton,M,717690186,2000-05-18,Sophomore,School of Arts and Sciences,0,1
Jenna Vaughn,F,914623518,2004-07-24,Senior,School of Arts and Sciences,0,1
Stephanie Salinas,F,929532424,2004-08-17,Junior,School of Arts and Sciences,0,0
Debra Davidson,F,126098555,2000-12-28,Sophomore,School of Arts and Sciences,0,0
Kimberly Pham,F,775164424,2001-10-07,Freshman,Mason Gross School of the Arts,0,1
Lisa Bennett,F,104287198,2003-10-21,Junior,School of Engineering,0,1
Deborah Chan,F,816679523,2003-03-26,Junior,School of Arts and Sciences,0,1
Jordan Brown,F,818217112,2000-11-24,Freshman,Mason Gross School of the Arts,0,0
Roger Roberson,M,739192010,2003-07-27,Junior,School of Arts and Sciences,0,0
Beth Castillo,F,267688334,2004-10-13,Freshman,School of Social Work,0,0
Lisa Duncan,F,720016612,2000-11-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Ariana Mahoney,F,162382151,2001-10-04,Junior,School of Environmental and Biological Sciences,0,0
Holly Mayer,F,452676207,2002-07-30,Sophomore,School of Arts and Sciences,0,0
Michael Rogers,M,637208445,1999-11-12,Freshman,School of Environmental and Biological Sciences,0,0
Ashley Elliott,F,254906687,2005-02-06,Sophomore,School of Arts and Sciences,0,0
David Rojas,M,908174110,2002-06-23,Freshman,School of Engineering,0,1
Michael Hebert,M,309228793,2000-06-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Danielle Pierce,F,123104313,2002-05-14,Senior,School of Arts and Sciences,0,0
Ashley Carrillo,F,998566660,1999-12-26,Freshman,School of Communication and Information,0,0
Lisa Wells,F,791318672,2002-02-19,Sophomore,School of Arts and Sciences,0,1
Kelly Fox,F,267770058,2000-08-24,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Brian Fields,M,591049397,2004-06-07,Sophomore,School of Arts and Sciences,0,1
Kathy Zimmerman,F,239694233,2002-05-02,Freshman,School of Communication and Information,0,1
Caitlin Chen,F,406311138,2001-05-08,Sophomore,School of Arts and Sciences,0,0
Marissa Murray,F,204206518,2001-05-23,Senior,School of Arts and Sciences,0,0
Theresa Jimenez,F,717640787,2000-09-15,Junior,School of Arts and Sciences,0,0
Danielle Leonard,F,545197326,2005-06-21,Junior,School of Engineering,0,0
Michelle Jones,F,153032040,2001-10-02,Freshman,School of Arts and Sciences,0,1
Alicia Payne,F,280048413,1999-11-01,Sophomore,School of Arts and Sciences,0,0
Stephanie Carey,F,703136768,2004-08-31,Sophomore,School of Social Work,0,0
Joseph Myers,M,606231131,1999-11-08,Junior,School of Communication and Information,0,0
Jonathan Henderson,M,244397097,2003-02-07,Freshman,School of Arts and Sciences,0,1
Nicholas Gonzalez,M,372534782,2003-11-07,Junior,School of Arts and Sciences,0,0
Jamie Torres,M,326542749,1999-12-06,Junior,School of Arts and Sciences,0,0
Jonathan Jones,M,741221357,2001-09-26,Sophomore,School of Arts and Sciences,0,0
Ricky Harris,M,290633919,2000-10-04,Freshman,School of Management and Labor Relations,0,1
Edward Chase,M,921620654,2000-09-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Brenda Holland,F,812645740,2002-06-01,Freshman,School of Engineering,0,1
Melissa Contreras,F,374163359,2001-01-08,Junior,School of Arts and Sciences,0,1
Kristin George,F,817310105,2004-03-15,Junior,School of Arts and Sciences,0,1
Dalton Smith,M,427044651,2004-02-16,Freshman,School of Arts and Sciences,1,0
Scott Garcia,M,354148661,2000-05-12,Sophomore,School of Communication and Information,0,0
Autumn Anderson,F,518390712,2000-03-19,Sophomore,School of Management and Labor Relations,0,0
James Cowan,M,235302488,2003-02-19,Senior,School of Arts and Sciences,0,0
Justin Andrews,M,652754977,2002-06-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Bailey Meyer,F,114930159,2004-01-26,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Anthony Barnett,M,295796459,2003-04-05,Senior,School of Communication and Information,0,0
Karla Combs,F,955807851,2000-02-24,Sophomore,Mason Gross School of the Arts,0,1
Jason Jimenez,M,689836363,2004-10-21,Sophomore,School of Communication and Information,0,0
Jeremiah Davis MD,M,840631706,2004-12-23,Sophomore,School of Arts and Sciences,0,0
Erin Howard,F,561721564,2004-01-29,Freshman,School of Communication and Information,0,1
Janet Valencia,F,111205276,2004-10-01,Senior,School of Arts and Sciences,0,0
Brandon Woods,M,362351324,1999-11-29,Junior,Mason Gross School of the Arts,0,0
Benjamin Gillespie,M,655580909,2004-03-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Cynthia Rogers,F,560574071,2003-08-21,Junior,School of Communication and Information,0,0
Tara Khan,F,101227432,2003-11-04,Sophomore,School of Arts and Sciences,0,0
Calvin Taylor,M,564759153,2004-10-02,Freshman,Mason Gross School of the Arts,0,1
Zachary Murphy,M,495975363,2003-01-04,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Stephen Parrish,M,304659503,2000-01-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Michelle Nash,F,411322838,2004-11-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jason Hernandez,M,814232342,2000-08-21,Sophomore,School of Arts and Sciences,0,0
Antonio Garcia,M,645931563,2000-03-26,Junior,School of Arts and Sciences,0,0
Laurie Grimes,F,534409377,2001-05-16,Sophomore,School of Environmental and Biological Sciences,0,0
Nicole Delacruz,F,233212821,2005-01-21,Junior,School of Arts and Sciences,0,0
Kevin Elliott,M,242356692,2002-06-08,Freshman,School of Arts and Sciences,0,1
Jonathan Newman,M,867823537,2001-03-20,Sophomore,School of Arts and Sciences,0,0
Jeffrey Warren,M,129468109,2002-07-10,Freshman,School of Arts and Sciences,0,0
Amanda Murphy,F,652366709,2001-09-18,Junior,School of Social Work,0,1
Danielle Stewart,F,395751542,2003-12-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jake Vincent,M,334592281,2004-10-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Selena Walker,F,679402020,2002-01-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jacob Scott,M,169326574,2003-05-03,Junior,School of Engineering,0,1
Daisy Pratt,F,555629448,2000-08-18,Sophomore,School of Environmental and Biological Sciences,0,0
Garrett Smith,M,152195417,2001-08-30,Freshman,School of Engineering,0,0
Lee Clark,M,730114176,2001-08-06,Junior,School of Arts and Sciences,0,0
Jennifer Lyons,F,109041267,2004-10-04,Sophomore,School of Arts and Sciences,0,0
Roger Wheeler,M,367691225,2004-06-12,Freshman,School of Arts and Sciences,0,1
Allison Morrison,F,514812837,2002-11-09,Freshman,School of Arts and Sciences,0,0
Stephanie Mills,F,518711922,2000-07-14,Sophomore,School of Social Work,0,0
Tanya Flowers,F,118397346,2002-03-22,Sophomore,School of Management and Labor Relations,0,1
Stephanie Mcneil,F,242731630,2002-01-01,Freshman,School of Environmental and Biological Sciences,0,0
Glenn Mcbride,M,559127257,2001-05-16,Sophomore,School of Arts and Sciences,0,1
Juan Johnson,M,352237676,2004-12-09,Sophomore,School of Arts and Sciences,0,0
Christopher Walton,M,867912422,1999-12-17,Freshman,School of Arts and Sciences,0,0
Heather Johnson,F,855965701,2003-01-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Jesse Copeland,M,312795338,2000-04-30,Sophomore,School of Arts and Sciences,0,0
Alice Blair,F,997284608,1999-11-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Samantha Fox,F,929876340,2001-11-27,Junior,School of Social Work,0,0
Doris Burton,F,372636680,2004-02-10,Freshman,School of Communication and Information,0,0
Kimberly Dalton,F,875098622,2002-11-08,Junior,School of Arts and Sciences,0,0
Lauren Jensen,F,625922295,2003-02-22,Junior,Mason Gross School of the Arts,0,0
Christopher Gallagher,M,141418577,2000-11-12,Sophomore,School of Arts and Sciences,0,0
Rebecca Stone,F,468786615,2001-09-11,Sophomore,School of Arts and Sciences,0,0
Matthew Hill,M,883223688,2000-09-21,Sophomore,School of Management and Labor Relations,0,0
Anthony Stone,M,218094205,2003-04-24,Junior,School of Arts and Sciences,1,1
Jonathan Smith,M,488187279,2003-01-12,Sophomore,School of Arts and Sciences,0,1
Sara Novak,F,817667653,2004-03-02,Senior,School of Arts and Sciences,0,0
Joshua Garcia,M,577412638,2000-06-02,Sophomore,School of Engineering,0,0
Chelsea Shepard,F,641618935,2000-10-27,Freshman,School of Arts and Sciences,0,1
Patricia Roach,F,451324373,2002-12-25,Freshman,School of Communication and Information,0,1
Claire Farmer,F,894754318,2004-08-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Jonathan Clark,M,195703249,2004-08-11,Freshman,School of Engineering,0,0
Louis Orozco,M,194908259,2003-06-10,Freshman,School of Arts and Sciences,0,0
Charles Schmitt,M,178686150,2002-08-26,Freshman,School of Engineering,0,0
Kirsten Herrera,F,655723117,2001-05-05,Junior,School of Arts and Sciences,0,0
Sheryl Rivas,F,259211714,2004-08-15,Junior,School of Arts and Sciences,0,1
Thomas Roberts,M,393651944,2003-12-05,Junior,School of Arts and Sciences,0,0
Daniel Smith,M,878709299,2003-01-10,Freshman,School of Arts and Sciences,0,0
Nina Gilbert,F,504897299,2001-03-15,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Kristin Rodriguez,F,933224739,2005-06-06,Sophomore,School of Communication and Information,0,0
Francisco Becker,M,563431065,2000-02-01,Freshman,School of Arts and Sciences,0,0
Jerry Martinez,M,199983378,2000-05-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Michael Phillips,M,468026397,1999-12-27,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Sandra Ortiz,F,518999864,2004-01-31,Sophomore,Mason Gross School of the Arts,0,0
Mary Watson,F,939510009,2004-10-21,Junior,School of Arts and Sciences,0,1
William Wallace,M,531409558,2000-06-28,Junior,School of Engineering,0,0
Brandon Doyle,M,239571622,2004-10-21,Freshman,School of Environmental and Biological Sciences,0,1
Richard Mcgee,M,422256633,2002-07-08,Freshman,School of Communication and Information,0,1
Jennifer Jackson,F,583677679,2004-02-14,Senior,School of Arts and Sciences,1,1
Jose Dodson,M,478890391,2003-01-25,Junior,School of Engineering,0,0
John Adams,M,191479398,2001-04-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Anthony Washington,M,870372068,2001-05-30,Sophomore,Mason Gross School of the Arts,0,0
Heather Shepard,F,346155075,2000-06-23,Sophomore,School of Arts and Sciences,0,0
Jennifer Farley,F,946614803,2003-04-06,Senior,School of Management and Labor Relations,0,1
William Nicholson,M,821318710,2003-11-11,Freshman,School of Arts and Sciences,0,0
Christine Cochran,F,385333935,2000-01-20,Sophomore,School of Social Work,0,1
Jackie Ferrell,F,943658170,2001-05-28,Freshman,Mason Gross School of the Arts,0,0
Cristina Rosales,F,871436714,2004-10-31,Senior,School of Arts and Sciences,0,0
Justin Graham,M,184160210,2003-04-20,Freshman,School of Communication and Information,0,0
Catherine Doyle,F,903952537,2004-05-20,Junior,School of Arts and Sciences,0,0
Michele Wright,F,210584794,2003-08-07,Junior,School of Social Work,0,0
Martin Murphy,M,572651188,2004-12-21,Junior,School of Engineering,0,0
Carmen Mccoy,F,666788114,2001-11-03,Junior,School of Social Work,0,0
Kari Gomez,F,828035210,2001-10-02,Sophomore,School of Arts and Sciences,0,1
Jennifer Pham,F,581750863,2005-03-01,Senior,School of Communication and Information,0,1
William Morrison Jr.,M,253252986,2001-03-31,Freshman,School of Arts and Sciences,0,1
Nicholas Moore,M,860241195,2000-04-06,Sophomore,School of Management and Labor Relations,0,1
Michael Jones,M,230631663,2000-04-01,Junior,School of Communication and Information,0,0
Heather Lee,F,537707119,2004-12-01,Freshman,School of Arts and Sciences,0,0
William Foster,M,256840652,2005-01-26,Freshman,School of Management and Labor Relations,0,1
Heidi Thomas,F,121755353,2003-09-17,Freshman,School of Arts and Sciences,0,0
Robin Sanders,F,951041264,2001-02-13,Junior,School of Arts and Sciences,0,0
Laurie Cole,F,477111252,1999-12-25,Sophomore,School of Arts and Sciences,0,0
Anne Harris,F,555543716,2003-07-26,Freshman,School of Arts and Sciences,0,0
Melissa Park,F,694330003,2000-06-26,Sophomore,School of Environmental and Biological Sciences,0,0
Brian Stokes,M,180497795,2004-01-09,Senior,School of Engineering,0,0
Joseph Johnson,M,812752629,2003-12-16,Sophomore,School of Arts and Sciences,0,0
Theresa Evans,F,556396331,2004-07-15,Junior,School of Communication and Information,0,0
Justin Atkins,M,580563436,2002-02-20,Junior,School of Arts and Sciences,0,0
Jordan Garcia,M,950195168,2002-04-20,Junior,Rutgers Business School–Newark and New Brunswick,0,0
George Wilson,M,800991693,2000-03-30,Sophomore,School of Arts and Sciences,1,0
Megan Klein,F,326610045,2002-06-14,Sophomore,School of Social Work,0,0
Mark Brown,M,936046613,2003-08-20,Sophomore,Mason Gross School of the Arts,0,0
William Burns,M,198482051,2000-06-27,Freshman,School of Arts and Sciences,0,0
Dustin Pace,M,830830025,2002-01-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Elizabeth Brown,F,182750894,2001-01-28,Freshman,School of Engineering,0,0
Brandon Dougherty,M,621367416,2000-01-03,Sophomore,School of Arts and Sciences,0,0
Theresa Ryan,F,446606933,2005-03-28,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Todd Jenkins,M,928467953,2004-02-02,Freshman,School of Engineering,0,0
Joshua Elliott,M,347075160,2005-08-13,Sophomore,School of Social Work,0,0
Paige Rodriguez,F,750499282,2004-10-07,Senior,School of Arts and Sciences,0,1
Victoria Kane,F,788496593,2002-02-28,Sophomore,School of Arts and Sciences,0,0
Kimberly Flores,F,915417854,2003-09-02,Sophomore,School of Arts and Sciences,0,0
Janice Cook,F,696377015,2000-08-22,Senior,School of Environmental and Biological Sciences,0,0
David Bray,M,612442676,2000-12-18,Freshman,Mason Gross School of the Arts,0,0
William Gutierrez,M,416529534,2005-01-02,Freshman,School of Arts and Sciences,0,1
Katrina Harris,F,789196780,2002-04-18,Freshman,School of Social Work,0,0
Dillon Gordon,M,326459753,2005-01-28,Freshman,School of Communication and Information,0,0
Amy Andrade,F,944365535,1999-10-24,Sophomore,School of Communication and Information,0,0
Shari Fields,F,720581566,2004-05-06,Sophomore,School of Social Work,0,0
Stacy David DDS,F,708055245,2003-11-07,Freshman,School of Arts and Sciences,0,0
Megan Cruz,F,432794868,2001-10-14,Sophomore,School of Social Work,0,0
Alison Anderson,F,762034515,2005-08-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Juan Ramirez,M,274710812,2000-04-15,Freshman,Mason Gross School of the Arts,0,0
Sarah Soto,F,768789770,2003-10-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Karina Smith,F,245132599,2005-02-15,Junior,School of Arts and Sciences,0,1
John Tapia,M,995431737,2004-07-06,Sophomore,Mason Gross School of the Arts,0,0
Angela Flores,F,557858069,2003-04-29,Sophomore,School of Arts and Sciences,1,0
Joshua Santiago,M,253038925,2002-10-03,Senior,School of Communication and Information,0,0
Tanya Mathis,F,154330843,2004-02-10,Sophomore,School of Environmental and Biological Sciences,0,0
Sherry Romero,F,621012477,2000-11-29,Sophomore,School of Arts and Sciences,0,1
Thomas Burke,M,405121874,1999-10-31,Sophomore,School of Arts and Sciences,0,1
Traci Weiss,F,461296422,2000-02-06,Freshman,School of Arts and Sciences,0,0
Mary Mack,F,793900562,2000-09-14,Junior,School of Arts and Sciences,0,0
Heather Snyder,F,102151875,2000-12-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Danielle Edwards,F,655275487,2004-04-14,Junior,School of Arts and Sciences,0,1
Blake Evans,M,481877174,2002-11-27,Sophomore,Mason Gross School of the Arts,1,0
